Region,Habitat,Station,Minute,Date,Start time,Start longitude,Start latitude,End time,End longitude,End latitude,TransectLength_m,AvWidth_m,SurveyArea_m,AvDepth_m,%LCF,%DCF,%CFW,%CR,%SEDIMENT,%SEDIMENT+CR,LEPNO,LEPWEIGHT,SYNNO,SYNWEIGHT,SIGNO,MORANO,MORAWEIGHT,CHIMNO,CHIMWEIGHT,HELINO,HELIWEIGHT,LOPHINO,LOPHIWEIGH,MOLVANO,MOLVAWEIGH,BROSMENO,BROSMEWEIG,HOPLONO,HOPLOWEIGH,PHYCISNO,PHYCISWEIG,PSEUDONO,RAJANO,ALLNO,ALLWEIGHT
Rockall Bank,Haas Mound,57,21-30,01/07/2006,14:50:39,-15.7988,55.493933,15:00:39,-15.79975,55.495483,195.8,2.684,527.45,535.8,7,87.6,95.4,0,0,4.5,4,0.6,0,0,0,0,0,0,0,16,4.57,0,0,0,0,0,0,0,0,0,0,0,0,20,5.17
Rockall Bank,Haas Mound,57,31-40,01/07/2006,15:00:39,-15.79975,55.495483,15:10:39,-15.80175,55.49745,280.27,2.456,688.37,546.285,13.7,61.7,76.2,0,0,23.3,1,0.13,0,0,0,0,0,0,0,37,11.06,0,0,0,0,0,0,0,0,0,0,0,0,38,11.19
Rockall Bank,Haas Mound,57,41-48,01/07/2006,15:10:39,-15.80175,55.49745,15:18:39,-15.80365,55.49855,207.732766,3.095,670.3494936,562.3125,6.88,38.63,58.38,0,0,23.2,3,0.5,0,0,0,0,0,0,0,12,3.04,0,0,0,0,0,0,0,0,0,0,0,0,15,3.55
Rockall Bank,Haas Mound,62,1-10,02/07/2006,07:31:39,-15.792,55.496717,07:41:39,-15.794367,55.496383,169.38,1.885,307.31,580.12,4,94.2,99,0,0,0.9,3,1.47,0,0,0,0,0,0,0,4,0.41,0,0,0,0,0,0,0,0,0,0,0,0,7,1.88
Rockall Bank,Haas Mound,62,11-20,02/07/2006,07:41:39,-15.794367,55.496383,07:51:39,-15.796733,55.496133,152.41,1.617,262.61,551.18,20.2,79.2,100,0,0,0,1,0.05,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.55
Rockall Bank,Haas Mound,62,21-30,02/07/2006,07:51:39,-15.796733,55.496133,08:01:39,-15.798917,55.495867,142.05,3.151,442.94,546.415,10.2,86.5,97.4,0,0,2.3,2,0.13,0,0,0,0,0,0,0,13,2.55,0,0,0,0,0,0,0,0,0,0,0,0,15,2.68
Rockall Bank,Haas Mound,62,31-40,02/07/2006,08:01:39,-15.798917,55.495867,08:11:39,-15.800817,55.495483,137.56,2.475,361.17,538.02,8.7,90.8,100,0,0,0,5,0.77,0,0,0,0,0,0,0,12,1.34,0,0,0,0,0,0,0,0,0,0,0,0,17,2.13
Rockall Bank,Haas Mound,62,41-50,02/07/2006,08:11:39,-15.800817,55.495483,08:21:39,-15.803017,55.494467,178.98,3.321,598.61,543.315,1.9,97.9,100,0,0,0,2,0.51,0,0,0,0,0,0,0,9,3.52,0,0,0,0,0,0,0,0,0,0,0,0,11,4.03
Rockall Bank,Haas Mound,62,51-60,02/07/2006,08:21:39,-15.803017,55.494467,08:31:39,-15.805017,55.4935,166.22,2.693,459.36,559.05,7.3,86.4,94.3,0,0,5.6,0,0,0,0,0,0,0,0,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,4,0.8
Rockall Bank,Haas Mound,62,61-67,02/07/2006,08:31:39,-15.805017,55.4935,08:38:39,-15.806667,55.492717,136.74,2.858571429,398.56,553,4,24.29,100,0,0,0,1,0.03,0,0,0,0,0,0,0,4,1.07,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1
Rockall Bank,Haas Mound,67,1-10,02/07/2006,17:53:39,-15.794867,55.484733,18:03:39,-15.79645,55.4861,203.1537255,4.618,915.4083922,830.665,0,5.2,5.3,NA,NA,94.6,0,0,0,0,0,1,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.03
Rockall Bank,Haas Mound,67,11-20,02/07/2006,18:03:39,-15.79645,55.4861,18:13:39,-15.79805,55.4876,198.56,3.374,694.6,763.485,0,60,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,21-30,02/07/2006,18:13:39,-15.79805,55.4876,18:23:39,-15.799583,55.488833,177.47,1.59,282.61,719.575,0.4,99.5,100,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33
Rockall Bank,Haas Mound,67,31-40,02/07/2006,18:23:39,-15.799583,55.488833,18:33:39,-15.801533,55.490117,191.46,2.661,514.03,666.785,0.1,99.7,100,0,0,0,3,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.29
Rockall Bank,Haas Mound,67,41-50,02/07/2006,18:33:39,-15.801533,55.490117,18:43:39,-15.8028,55.491583,184.14,3.06,563.67,568.115,0,100,100,0,0,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.51
Rockall Bank,Haas Mound,67,51-52,02/07/2006,18:43:39,-15.8028,55.491583,18:45:39,-15.803067,55.491817,32.89,3.06,100.68,562.75,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,72,1-10,03/07/2006,09:40:39,-15.824783,55.494683,09:50:39,-15.82285,55.494733,176.93,3.457,622.24,821.29,0,100,100,0,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.13
Rockall Bank,Haas Mound,72,11-20,03/07/2006,09:50:39,-15.82285,55.494733,10:00:39,-15.8188,55.49505,268.51,3.659,1243.6,741.89,0,100,100,0,0,0,2,0.32,0,0,0,1,5.28,1,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12.15
Rockall Bank,Haas Mound,72,21,03/07/2006,10:00:39,-15.8188,55.49505,10:01:39,-15.818383,55.4951,26.85,2.67,71.59,701.15,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,78,1-10,04/07/2006,10:10:39,-15.793667,55.499017,10:20:39,-15.790017,55.499717,263.69,1.91,617.99,618.615,0.5,99.2,100,0,0,0,4,0.48,0,0,0,0,0,0,0,3,1.16,0,0,1,3.02,0,0,0,0,0,0,0,0,8,4.66
Rockall Bank,Haas Mound,78,11-20,04/07/2006,10:20:39,-15.790017,55.499717,10:30:39,-15.786433,55.498783,306.05,2.619,1138.34,580.18,3.1,86.5,90,0,0,0,4,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.69
Rockall Bank,Haas Mound,78,21-30,04/07/2006,10:30:39,-15.786433,55.498783,10:40:39,-15.780617,55.496883,429.53,3.663,1529.98,627.63,6.8,72.6,80,0,0,0,2,0.62,0,0,0,0,0,0,0,4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,6,1.59
Rockall Bank,Haas Mound,78,31-40,04/07/2006,10:40:39,-15.780617,55.496883,10:50:39,-15.7763,55.49695,491.28,2.111,1082.02,603.735,1.3,28.5,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06
Rockall Bank,Haas Mound,78,41-50,04/07/2006,10:50:39,-15.7763,55.49695,11:00:39,-15.769533,55.4982,560.93,2.444,1373.21,648.985,0.1,9.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,78,51-57,04/07/2006,11:00:39,-15.769533,55.4982,11:07:39,-15.767883,55.500983,334.05,1.391428571,463.7,671.0357143,2.43,96.86,100,0,0,0,7,1.02,0,0,0,0,0,0,0,1,0.49,0,0,0,0,0,0,0,0,0,0,0,0,8,1.51
